bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
AC022092.1,GTF2F1,AC004415.1,MMD2
LINC02048,AC104316.1,OR52E4,P4HB
AC016682.1,CTPS2,AL391869.1,NCBP1
AC097504.2,RFWD3,LINC00333,RAD51C
AC012123.1,C3orf20,RLN3,ENTPD1-AS1
AL031726.1,EDF1,AL136102.1,SESN1
OR10J1,TWISTNB,AL445237.1,ADGRE5
MSGN1,GPN2,AC025947.1,RPL21
AL353770.3,ZNF343,LINC02010,ALDH3B1
AC092042.1,WDR70,VWC2L-IT1,IDH1
AL606970.2,MCUR1,AC084121.9,KIAA0895
AC024581.1,LRRCC1,AC112481.1,NUCB2
KIR2DL3,PMM1,AKAP4,BRINP2
AC007557.1,AC004918.1,HOXA-AS3,LEO1
AC064802.1,DENND6A,PAGE1,AC107214.1
LINC02244,THAP6,SERPINA7,AP4B1
AC010547.2,POLE,AL590644.1,GLE1
AP005273.1,FGD4,CST1,PKN1
GLYATL1B,TMEM127,PHOX2B,ZNF571
AC012451.1,ARF6,LINC01960,ELOA
AL133335.2,RELA-DT,AL138997.1,AC003659.1
AL121823.1,TOLLIP-AS1,AL121892.1,ADGRA3
AC130467.1,AC008060.4,AL359792.1,NBPF3
LAMC1-AS1,CLPP,AC079075.1,AC073343.2
AP003173.1,PASK,AC104779.1,TRIM23
AL731533.1,ARL3,HOXA6,CLYBL
AL390778.2,DUSP11,NPY4R2,ZNF615
LINC01779,SNRPB2,LINC01507,CLCN5
H2AFB3,TTC38,AC098969.1,NPAT
HOXB13,ZFYVE9,LINC00686,RMDN2
MMP10,TAF10,AC116035.1,GOLGA8A
C1orf210,GPR89A,AC078820.1,EXOG
RTKN2,RAB39A,OR10D3,BLCAP
NHSL2,SNAPIN,LINC01941,TMEM167A
AP000753.1,MINCR,TCP11X2,GLUD1
AC092902.6,TRIM26,AC015660.5,TMEM91
AC073878.1,ANAPC4,AC015468.3,ANKRD24
XKR9,MAATS1,LINC01067,PARP12
AL136162.1,OTUD6B,BPIFA1,SPTAN1
LINC02320,MIR181A1HG,AC079054.1,CES4A
LINC01627,WRNIP1,ATP2B2-IT1,CBX3
AL353612.2,SNX32,AC097381.1,POLG2
CLSTN2-AS1,HARS2,AL590438.1,ZNF549
AL049543.1,AIDA,AC078874.1,TMEM254
AL022238.3,LINC00870,AC100791.2,ATP6V0E1
POU5F1B,NEIL1,AL355102.5,GOLGA5
IL1RL1,RPL22L1,AC116021.1,UQCRC1
DENND6A-DT,AC048382.5,LINC01526,SLC25A44
GPR162,UBIAD1,AC027451.1,CLPTM1
AC119403.1,MAGEH1,KRTAP21-1,DUSP22
LILRB5,SMCR8,AC021979.1,ENO4
LINC00111,MYBL1,LIF-AS1,LTBP4
KRT31,DCAF5,AC127496.4,PPM1F
IFNA5,PIWIL2,APOA5,PIP4P2
AL389885.1,ETF1,AC012307.1,EVI2B
A4GNT,AC024560.4,AC010969.1,C5orf51
AP002840.2,POLD3,AC008125.1,AP000944.7
TRPC4,AC245140.2,AC243829.5,ZDHHC7
AL049779.4,ZNF761,AL139161.1,CBWD1
LINC01778,ACOX1,AL591742.2,HUS1
SHANK2-AS1,PRKN,CCL1,GCNT4
AC004875.1,DPY30,AC069503.3,DPYD-AS1
LINC01222,NAA35,PLA2G2A,NMT2
LRFN1,INIP,AC024579.1,ADGRE2
AC104454.2,SNAP29,AC011899.1,CDC5L
AL160411.1,AK2,AL031667.3,PLIN3
LINC00599,GNL1,AL662890.1,MSN
AC097521.1,AC092279.1,AL121972.1,RAB29
CCDC192,NABP2,AC099811.3,EIF1B
AC010643.1,NDUFS3,GABRD,DPH5
PCDHGB1,RFK,LINC00211,ELK4
TTC9B,RABL3,ZNF679,ZNF322
AP003555.2,RRAS2,CYS1,SPINT2
AC011595.2,CNTD1,AP000894.4,ATL1
AL157911.1,IKZF5,LINC01288,OSMR
ANXA8,FITM2,AC005304.2,ZNF239
ZWILCH,RPL34-AS1,FGF8,NADK
AL929091.1,TERF1,GRTP1-AS1,G2E3
NCAPH,TECPR1,LINC02032,TGFA
C1QL1,ZNF266,Z84486.1,ABCD3
LINC00921,PRKD1,PRSS36,RAB35
NMNAT2,SMYD4,AC097625.1,IPP
AC090125.2,SNRPD1,GOLGA6L2,DEK
MTOR-AS1,NEK7,SERPINA5,LAS1L
A1CF,VPS28,AC008969.2,METTL22
AC123777.1,CEP152,ERG,C16orf58
AF099810.1,SMC4,RPS13,TMEM184C
PKNOX2-AS1,MAPKAPK2,AP003121.1,RPL37
REM1,ZDHHC16,SLC19A3,APOA1-AS
AC079466.1,AF001548.2,LINC01275,PCBD2
AL157904.1,PRR14L,AC023300.2,OLIG1
GPC6,YKT6,U91328.3,FBXL12
ITPKA,JRKL,AC005908.3,NLGN4X
LINC02743,CYB561D2,OIT3,SENP1
C7orf33,ZNF528,DKK1,VSX1
SERPINB7,RRP12,IL4,MTERF3
AC002091.1,POM121,LINC02842,CCT5
SGSH,SDC2,AL031005.2,HMX1
AC008278.1,RAD54L,MIR7515HG,METTL5
AP001198.1,MED22,AC106864.1,TMEM106B
GVQW3,USE1,SEC14L6,NFYA
LRRC4B,TENT2,AP000424.1,SQSTM1
AC233992.3,TAF12,FAM98C,MAP1LC3A
AC007881.2,PBDC1,FAM87B,ZSWIM9
AC004943.1,IPPK,USP43,CKLF
SYCP2L,POLL,AL390774.2,PSMB9
AC004948.1,TIMELESS,AL137182.1,BCHE
AC011503.2,CPE,AC026391.1,ATP13A4
BX537318.1,TTLL5,YBEY,C2orf74
FKBP6,LYSMD3,LAPTM4A-DT,NSMCE1
AC069213.1,NOP14,NCF1,ERAP1
LINC01304,PRMT7,AC006145.1,NBR2
KRT20,ZNF212,AC107294.1,FXYD7
AL359962.3,MAP1S,AL137224.1,MCEE
AC080038.1,SLC4A9,EGF,AC090844.2
AL590609.3,CDC42EP1,AC005548.1,FAM241A
GOLGA6L22,AC107952.2,NALT1,ANKRD40
AC103726.1,ADCY6,SRGN,LINC02199
AC024884.2,ANGPT2,GATA3,LINC00685
ST6GAL2,SLC25A12,U51244.1,FIS1
RAET1E-AS1,SNHG32,AL365318.1,TSNARE1
AL591846.2,ATP5F1A,AC099482.1,WDR27
CACNA1C-IT2,ANKRD10,TNFRSF14-AS1,DOCK11
AL929288.1,MDC1-AS1,TBATA,DENND10
LINC02772,NDUFB6,AC005529.1,VCPIP1
AC066580.1,SNRPA,AL121901.1,CARHSP1
XAF1,GLCCI1,DUOXA2,TXNDC16
AC092745.4,UBE2V1,AL132775.2,IRF2BP2
NKD2,ANKMY1,AC124798.2,ZFYVE19
FER1L6,LINC01764,BSND,LIMK1
LINC02233,SNX9,LINC02289,AL157388.1
GCM1,NETO2,TP53I13,NDC1
AC090617.10,GRPEL2-AS1,AC128687.2,RNF20
AL139384.1,LINC00886,SVOPL,ZNRF2
HCRTR2,NUDT15,TAS2R13,PIN4
EMCN,LINC01560,LINC01276,ARNTL
RFPL1,SAMD13,AL157834.1,EIF2D
AC091489.1,TUT7,APELA,RASGEF1C
AL451054.4,COA4,C17orf77,WNK3
AC090826.3,CLEC11A,AC007406.2,GUF1
AC106892.1,AC010894.3,AL137785.1,RIOK1
AC092994.1,TMEM201,AL023775.2,XRCC6
ZNF185,MRPS2,AC046195.2,RDH13
FSIP2-AS1,PRPS1,AC100830.2,CXorf38
AL451069.2,AC007614.1,GDF10,CYBRD1
LINC01659,ATPAF2,CD48,DNPEP
AC012535.1,ZNF562,AP005432.1,FZR1
FAM47E,LINC00640,EPOP,PABPC4
AC138150.2,SLC15A4,AL022323.3,YIPF6
AC023669.2,PRPF18,AC020891.1,ZNF347
GJD4,FAM218A,AC044893.1,MTHFSD
PCAT19,SH3BGRL,AC130456.5,TTF1
AL354863.1,TMEM214,TRPM5,ZNF226
AC104170.1,MAPK14,AC012358.1,KANSL2
SMPDL3B,TACO1,KRT16,ADAMTS2
ITGB2-AS1,SAAL1,TRIM40,PLEKHA3
SPACA7,CMC1,AC079385.2,CDK7
AC063977.6,TNFRSF14,AC124068.2,COX16
LIM2,SEC31A,C17orf98,LURAP1
LINC01771,LIG1,AL109920.1,C1orf122
LINC00922,VMA21,AC007938.1,NKX6-2
HES5,MBOAT7,CSMD2-AS1,ZSCAN25
AC079601.1,POLD2,TFAP2A-AS2,CCNB1IP1
PLAC9,THNSL2,SLAMF7,CHID1
FPR2,SEH1L,AP000769.2,VPS16
AL035411.3,PGBD4,GK-IT1,STIP1
AC010754.1,CSRNP2,AC090577.1,QSOX2
AC004522.5,PRKACA,S100A10,SFT2D1
AC099681.1,NBPF11,AC007317.1,ZDHHC6
AC026402.2,ZNF865,NOD2,SNRNP200
AC092447.5,AC008764.8,IQGAP3,OTUD6B
IGSF3,CAND2,RASA2-IT1,TXNRD1
SLC4A11,CDH3,LINC00896,TSN
AC008915.2,ERVK3-1,AC106786.1,RPS6KA5
AC007387.2,MRTO4,LINC02234,TRAF3IP2
CTRC,TMEM106B,RAI2,TMPO
AC106820.5,TMEM72-AS1,NKX2-2-AS1,PGBD1
EDN3,SAC3D1,AC009292.2,EIF1AX
TNFRSF6B,HTATSF1,DMP1,SH2B3
AP004609.1,ECT2L,AC009269.3,TUBB3
AL137139.2,GTF3C3,EIF5AL1,OCRL
ME3,CDR2,AL357075.3,TAF8
AC020900.1,PABPC1,SNHG25,TTC21A
AC087516.2,MCM3AP,LINC02734,AL589740.1
C20orf187,PSMD13,AC125616.1,HMGN3
CPLX2,PMVK,LINC02264,ZMYM1
DAZL,SETD4,AC000065.1,CXXC4
AC078955.1,OPHN1,AL512625.3,LINC01563
C10orf62,CCDC175,AC011524.2,MRPS30-DT
AP5S1,POP5,EDA2R,SQLE
MIPEP,AC112196.1,AL009181.1,WDTC1
LINC00687,TMEM44,HS3ST6,SLC39A14
RIMS3,ZNF552,HSFY2,ATP1A1-AS1
MAPK4,BSPRY,AP000842.1,DYNLL1
AL589990.1,CAB39,MKX-AS1,PIGX
SCN3A,AP005230.1,AL161644.1,EDC3
CSNK1G2-AS1,AC079779.2,DIAPH3-AS2,NCK2
BTNL3,CCDC138,PSMC3,C17orf67
AP001981.2,RCCD1,LINC02293,SLC45A1
LINC02355,COPS7B,CCDC61,AC107884.1
SYT5,FAM219A,SLC6A11,CD46
TMEM71,PCGF3,HMX1,ANKRD50
AC099518.5,AL353689.3,AL158058.1,RENBP
TRH,CHD7,AC008067.1,VCPKMT
TECTB,FBXO45,LINC02394,TAPBP
AL352979.4,FAM27C,AL158801.2,POLR2A
AC089983.1,AMBRA1,AC092384.1,HS1BP3
AL138799.4,EMC8,AC123768.2,AL354696.2
IHH,GRINA,AC008026.3,ANP32B
WNT7B,LINC00323,ZRANB2-AS1,AC113143.3
AP005059.1,RMND5A,ALDH1L1,KARS
LINC01574,MRPL58,EFCAB12,TMEM189
AC008496.2,ERI2,CMKLR1,SNAP29
RXRB,CEMIP,PAPLN,ALDH6A1
VAV2,HNRNPD,AC022440.1,P3H1
PRKG2,NDUFA5,CYP2C9,EIF4A1
ARSA,WIZ,AC138932.2,PFDN1
SLC28A3,NDUFA2,AC098828.2,SNX16
AC108690.1,VKORC1,ATP6V0B,TBC1D20
LINC00458,TRMT112,GDF15,ASCC1
AC020934.2,PNLDC1,AC105094.2,SEC31B
CFHR4,DNAJB11,AC011495.2,BDNF-AS
ARSE,RNF180,CD83,TCAIM
LINC00376,TANGO6,LRATD1,ZFAND6
LINC01813,TSPOAP1-AS1,MOAP1,MAML3
MPZL2,TMEM74,CXCR6,ADGRA1
AL121762.2,RAB24,NRN1L,RLIM
AC005381.1,CENPC,LYPD3,SGCZ
MIR7515HG,CSTF2,AC021037.1,PEX7
LINC02136,MKRN2,AF123462.1,C2orf88
LRRC8E,ZNF195,EGFL7,LRP12
AC008592.4,ZNF131,LINC02588,KLHL24
LINC00702,MIR4527HG,LINC02269,BRMS1L
LINC01594,SLCO1B1,AP000345.1,ZNF142
AC125611.4,FAM227A,SIGLEC6,DDX58
AL161729.1,PLEKHA3,AC109133.1,XKR9
RTL4,AC133528.1,AC010519.1,POU3F3
EPHA2,SLC9A8,AF127577.1,NOP53-AS1
VNN2,FMC1,LINC01139,ZNF606
PKD1L1,AC013460.1,NPFFR2,NUMBL
TMCC3,HSPA1L,AC090774.2,TOX4
AC026391.1,PHKG2,AL592466.1,CSPG5
HSD11B1-AS1,FARS2,OR2C3,AGAP4
LY6G5C,PHKA2,LRRC71,KANSL1
AC009121.2,GYS1,AC091820.1,ZNF564
C19orf85,AC015909.2,AC078916.1,PIGZ
AC009262.1,SNRNP35,TREX2,FAM3A
AC008525.1,RFXANK,AP005131.7,ACER2
LINC02773,CKLF,AC113137.1,PRDM15
AC007750.1,EME2,AL596442.3,AC006994.2
AC010333.2,GID4,DAO,PHF10
AP001178.1,NDUFB4,SLC6A2,IL15RA
GOLGA8Q,SLC51A,ZNF99,SP4
AP003559.1,POP4,AL009178.3,ATG4A
SLITRK3,AC026316.5,LINC02709,ARID5A
AC137630.1,NAF1,AL121672.3,PANTR1
NUDT11,AP3S2,LINC02207,MAP3K12
AL021395.1,MED31,LINC02590,AC027020.2
AC215522.2,DENR,AC109927.2,COMMD7
AC087289.4,AL139289.2,SMIM40,POFUT1
AC007952.2,AC105114.2,PADI3,MATN1-AS1
AL356157.1,KARS,GPR153,PIK3R4
LINC02494,PRR14,AC084781.1,FOXRED1
AC009236.2,FUBP3,NDUFC1,HLA-B
AP000777.1,CTBP1-DT,GNGT2,DOCK7
AC008764.7,TIMM9,C2orf78,KIAA1586
BMP3,RIOX2,AC092933.2,FAM234B
AP003469.3,C2orf92,EPHX1,SLBP
AC006230.1,MARCH8,FAM156B,MFSD8
CNTFR-AS1,PIGA,SIGLEC8,CYB5A
CCDC37-DT,CEP135,AL450345.2,NUDCD1
LINC00239,SKIV2L,AL591721.1,RNF31
AL356489.4,EIF4EBP2,GZMK,FN3KRP
AC013248.1,AC087294.1,AC126407.1,GGCX
AP000439.1,TUBG1,AC010997.3,CASP8AP2
AC122719.1,AL133477.2,C19orf38,SLC27A5
SERTM2,CEP162,AC073529.1,CCZ1
AC025428.1,NUCB2,ALKAL1,UBIAD1
POTEB2,ANKRD44,RAD21-AS1,TLL2
AC007731.5,ZNF260,AC093791.2,WARS2
OR2T10,MICAL3,ETNK2,DGKE
AC007448.3,MPLKIP,AC005208.1,NIPSNAP1
AP000722.1,SPCS3,AC005837.4,PEPD
C6orf223,AURKAIP1,FAM230F,GVQW3
AC141930.1,AL136038.5,AC009088.2,UBE2D1
MCCD1,CREBBP,AC109630.1,LRP5L
AL357874.2,PHYH,AC103996.2,FPGS
AC006455.1,BSG,AC012615.5,AC244033.2
LINC02535,PRPF4,AP003498.1,THAP12
AC037433.1,DEPDC4,SMPD3,CMAS
PRDM13,XRCC5,SPR,TTC9C
APOA2,GRB2,AC074194.1,MCM8
AC053545.1,FAM182A,AC037198.2,SEMA4G
SRC,SMG1,AC020658.4,SLC35B4
CLDN6,OCLN,ZNRF4,CCDC150
LRRC38,S100A13,AC009498.1,PARP11
KCND2,TMCC3,ARHGEF7-IT1,YBEY
AC006019.3,PRDM15,AL357033.4,IRGQ
AKR1E2,C1orf109,SSX5,OMA1
ADAD1,ATP9B,LINC02342,SLC1A4
PAX9,TAF13,AL773545.1,RGS11
C3orf80,SMIM19,AL513422.1,SMIM13
LINC02763,SLC35G2,AL589745.2,AMMECR1
ZAP70,TEX30,AC007423.1,OARD1
AC023034.1,C14orf132,LINC01022,DKC1
AL355607.1,TBP,AC079779.4,AC108449.1
ASMT,DHRS7,PDCD1,PAGR1
DCDC2C,AC023389.1,AC009081.1,MED10
AL162385.2,PISD,MAGEA8,PELI2
AP001107.4,DMWD,AC105328.1,ZSCAN16-AS1
AC008969.1,GAS1,AC027343.2,NDUFS5
PCDHA1,NDUFB3,AL132711.1,CD81
AP003721.2,HIRA,AL162724.1,DAG1
AC097358.2,AC051619.5,AL008638.2,PDIA4
NPY5R,AC012645.1,AL157832.1,IFT27
AC012668.3,TTYH3,AF067845.5,MARCH8
AC108471.2,WDFY3-AS2,OR10K2,YY1
AC022392.1,AP003049.2,WFDC10A,AP003100.2
AC004869.1,BRPF3,POTEE,ZNF362
AL031733.2,LRGUK,AC012564.1,PMF1
LINC01333,FAP,FAM205A,DLST
AC067930.1,AC005772.2,ISM1-AS1,AP3B2
AC134312.6,C1orf61,TRIM64B,TIMM9
AC007639.1,PIAS3,AC092053.6,MATR3
CLEC10A,ZNF330,AC073257.2,MAIP1
SLC14A2-AS1,GTF3C4,FGB,TBC1D14
TFCP2L1,ZNFX1,CEBPE,CCDC14
FP565171.1,AC011443.1,AC025180.1,TMEM116
FAM138B,SPICE1,AC011351.1,TMX4
AL136985.2,PCGF1,AC010834.1,DMAC2L
AC011462.3,TCF7,OR14J1,BLOC1S5
AC025062.3,KDELR1,PCDHB3,GOLGB1
AL591030.1,ZNF584,DNPH1,COL9A3
AC005996.1,PKN2,LEMD1-AS1,TVP23B
DPEP3,FBXW2,LINC01349,CNOT6L
AC087273.1,AVPI1,AC007431.2,AC239809.3
CTSZ,KCTD16,AC022023.2,MCFD2
LINC01069,TMEM250,AL359764.2,ZNF605
UBQLNL,MAP2K1,AC003101.2,PLAUR
AL353614.1,GMPPA,CACNG5,GTPBP1
MTFR2,AC104836.1,ZNF846,GMDS-DT
AL132775.1,RABGAP1,AC108860.2,NPIPB15
AC099684.2,PRC1-AS1,LINC00304,FAM160A2
LINC01680,NLGN2,AC024361.1,PIK3CA
AC079921.2,NUTF2,AC024996.1,VCP
CD40LG,TIAM1,LINC01621,CASTOR2
TAP1,LINS1,AC012236.1,NEDD8
ENPEP,USH1C,FAM72A,SSU72
LINC01144,ZSCAN26,PROKR1,DNAJC24
C1QTNF2,AC104825.1,MUC15,BMP1
AC135782.3,IFT81,C9orf135-DT,MTAP
AL353771.1,MRPL17,AC010183.2,RDH11
AC092958.1,PPP1R9B,LINC01335,RRN3
TFDP1,AL117209.1,AL353597.1,MAP6D1
LINC02785,DIP2C,AC147651.2,MAFIP
SERPINE3,MYCN,AC108105.1,FEM1C
AL161756.3,PFAS,AC084880.4,LDAH
TRAM1L1,CHKB-DT,AC008703.1,CHST12
MSLNL,AL512625.1,AL390786.1,AC020907.1
LINC01441,P4HA1,AC005013.1,ANKRD10-IT1
SAPCD1,RAD51-AS1,AC103746.1,RTL10
STYK1,ATP6V1E1,AL133279.3,ZNF696
FCER1G,AC009063.3,AL356124.2,NME2
FAM220A,FLVCR1-DT,LINC01168,SUMO1
TMC3,NSUN3,AP003785.1,GPR137B
AC135050.5,PLOD1,AC090791.1,ZNF329
C2orf80,UTP18,SPINT1,AC026471.4
IER3,CKAP5,AL139384.1,POGLUT2
ABCA13,MOSPD3,AC013402.3,EPDR1
AC009720.1,VPS8,AC007834.1,NORAD
C16orf74,ATL1,ZNF750,GOLT1B
PCP2,RCE1,LAMA5-AS1,GPSM1
TIGIT,TELO2,RFX4,ZNF718
DAPK2,C6orf120,AL109910.2,ESD
AL355672.1,WAC,GALNTL5,MAN2C1
LCTL,MKLN1,LINC01597,SLC36A1
AL133476.1,COA6-AS1,AC026771.1,ZC3HC1
APCDD1L,TXNDC9,NPB,SNX11
LINC01711,FRG1,ERVMER61-1,C21orf58
LINC02790,NPC1L1,AC107050.1,ERCC6
AC016931.1,ALDH7A1,AC012506.2,NMNAT3
AC018529.1,DNASE1,AC093583.1,NKX2-2
LINC01496,TRIP4,AC079360.1,ABHD13
SLC2A4,LSM5,RNF148,TMEM47
AL023581.2,AL591002.1,OR6Y1,SLC13A4
AC123784.1,RPL17,AC010247.2,FRZB
C11orf53,FAHD2A,DINOL,AC131568.1
KCTD16,AL591686.2,AC253572.1,USP38
RBM3,BACH1,LINC02229,AC010359.3
P2RX3,ACP6,AC027088.3,NUDT19
TMEM67,LSM2,AC020980.1,IDH2-DT
PYY,GRSF1,PAGE4,VPS50
AL161640.1,PLEC,INTS6L-AS1,PSMA3
NIPSNAP1,Z95118.2,AC099552.1,CFAP54
SYTL3,DZANK1,ROPN1,AZIN1-AS1
AC003035.2,GLT8D1,AC015802.7,AVIL
ATP1A2,SLC7A2,LINC01398,AP001360.3
AC044802.2,QTRT2,AC020928.1,ZNF143
CCDC17,RUNDC3A,KRT14,MTX3
C12orf81,AGTRAP,AC022447.1,IAH1
OAS1,AAAS,AC017104.1,TMEM63B
C16orf95,MOSMO,LINC01081,CCT6A
AC232271.3,ZNF174,AC104211.4,FUT11
AC231533.1,SESN1,LINC01862,RIOX2
DNAJA3,ZNF805,PLAAT2,SNX24
ADCYAP1,AF165147.1,NUTM2G,FAM43A
LINC01277,KALRN,GCK,KLHDC4
LINC02577,LTBP4,PPP1R14D,TLE4
UVSSA,FKBP2,FKBP1B,AIMP1
ITPRID1,CCNK,AL354994.1,CARD19
LINC00207,PSME3,TRIM31-AS1,EEF1AKMT1
TEX19,PREPL,TSHZ3,ZNF180
AL035078.2,LSM6,AC010240.3,SAP30
AC087045.2,P4HA2,GINS2,WDR48
AL359259.1,DLEU1,KRT86,CPSF4
AC087341.1,ATP5MC3,AL353752.2,SRSF3
AL611929.1,SH3RF3,LINC02273,RAI14
KRT25,PIGQ,AP000345.3,GXYLT1
KRTAP3-1,NR2C2,AC104758.5,UFD1
LINC01248,CAMTA1-DT,PGA5,AZI2
LINC01489,PLEKHA2,NAT16,CASP3
LINC00524,PTPN7,AP002884.1,FBXO22
GJA8,ASB14,AC116666.1,TRUB1
AC091435.2,FAM98A,AC010638.1,SMIM29
MAGEA6,CATSPERG,LRRC43,ZNF121
MAB21L4,NELFE,AL023653.1,NEIL2
HSFX2,PUDP,AC068672.2,PRMT9
AC123023.1,PDE7B,ARHGEF10L,FOPNL
AC110790.1,AC079950.1,TMEM253,MTFMT
AC131902.1,KTN1-AS1,PLEK,AKAP1
OR12D2,PARD6G-AS1,CLEC18C,ARF4
AC007529.1,SYP,AC008752.2,THEM4
AC011473.2,FAHD2B,SLC4A1,Z83843.1
AC079460.2,AC027279.1,AC092925.1,MTPAP
AC092810.4,SLC35B3,AL034550.3,GALNT8
AL157359.2,CSMD1,SLC29A1,OLIG2
HOXA9,FAM193B,AC092718.4,FRMD3
AC020658.3,HYPK,U91328.2,IRF3
PRG3,MRPL11,AC135166.1,AC092279.1
HOXB4,SNAP25-AS1,AP002833.2,NAPA
KBTBD13,TARBP2,CDH22,SHISA5
AC013564.1,LINC01310,AL590666.4,PEX5
AC007223.1,IKBKG,AL162718.2,NSUN3
AC055716.3,COL5A2,AL157392.1,AC010894.3
AC005823.1,ZMYM5,CCT8L2,DERL1
AL356276.1,OSER1,MINAR2,SLC36A4
LINC02051,CMPK1,ERFE,AC093865.1
PAX4,FAM181B,SLC12A7,LRIG2-DT
AC011284.1,MSTO1,OTUB2,CDC25B
AC012507.3,SLC25A45,TMEM202,C8orf76
LINC02376,AC106845.1,SMAD1-AS2,SNX18
OR6C2,WDR18,MAB21L1,EOGT
AC068672.3,NEK4,ZEB1-AS1,AC100800.1
APOC3,GIGYF2,AC010181.1,GLO1
AL080284.1,NUP50-DT,HEBP2,MED14
AC094108.1,BACE1-AS,LINC01494,AP1AR
PRICKLE2-DT,AL139294.1,UMOD,ATF6B
HUNK-AS1,FRAT2,AC084018.1,C2orf49
AL353637.2,ATP5MC1,AC006441.1,PPM1G
AC007540.1,ZNF567,PRPH,AL022311.1
LINC02378,AC009309.1,RAD51AP2,PIGC
AC092634.4,ALMS1,AC010105.1,KRBA2
AC008543.5,AC027031.2,HCAR1,THOC5
AC025038.1,DIRC3,U52112.1,PALB2
INHBC,ZFX-AS1,NOTCH2NLA,APOO
AL122035.2,TSG101,HOPX,PARD6G-AS1
LINC01285,APEX2,AC005104.3,ZNF202
AC009154.1,GOLGA5,AL158828.1,ZNF627
F13B,RPL39,AL732323.1,SNX5
AC018464.1,L3MBTL2,DLG1-AS1,ZADH2
AC244636.3,RPP38,AC007881.2,THAP8
AP005131.6,ARHGAP31,AC068831.6,FDPS
CHRNA6,FAM120A,AC009560.4,ACOT11
MED4-AS1,AC020909.2,AC005050.1,SCOC
PRAM1,BARD1,AC080079.2,RBM45
AP1M2,KAT6B,LINC02840,ILK
LINC02552,MRPL16,AP000851.1,TCF3
AC002465.1,AFG3L2,AC021382.1,NOVA2
AC023781.1,MAGEF1,AP005062.1,CDK10
AOC1,HIST1H2BD,AC138915.3,ING3
DHRS9,RBBP5,MIPOL1,COX15
AC010271.2,GSTCD,LINC02037,ANXA2
UGT2A3,DYNC2LI1,AC055764.1,AC005520.2
RRS1-AS1,AL138787.2,TBC1D28,CTBP1
ACSF2,ENO2,AC009154.1,JADE2
AL358232.2,LINC00106,AC000099.1,MRPS21
PROK2,LINC00294,LRFN1,PXN
RELA-DT,NARS2,SLAMF1,DAP
PIF1,SLC2A11,AC090125.2,KCNQ3
LINC01249,ZNF66,AL357315.1,THBS4
AL132801.1,APOA1-AS,AC010327.4,NHLRC3
AC104304.3,AC133550.3,AC105345.2,CLPTM1L
KCNT2,ETV4,TMC3,AL160254.1
AL512358.1,AC009139.2,RSPH6A,MED25
SLC8A2,CIR1,CCND1,NRSN2
IPP,NECTIN3-AS1,ANGPTL3,NUMA1
LINC01746,ACOT8,LINC02003,TSR1
AL034397.2,MTMR1,AL353576.1,TMEM150C
AC104445.1,NBPF10,AC004889.1,PTPN18
ABCB11,NDUFA11,AC008869.1,DHRS7B
AC011700.1,MIIP,MBOAT4,SLC25A40
LINC02573,AC117383.1,LAMTOR1,AL513548.4
PCAT4,CMYA5,AC023830.1,DPY19L2
LINC02456,ZNF205,U2AF1L5,TBC1D31
KCNJ11,IMPDH2,LINC01375,NOC3L
AHSP,MIRLET7BHG,TREM1,INTS6L
AL356277.3,DERL3,LINC01813,ZNF79
DOC2B,ZNF346,LINC02323,MRI1
TACC2,ARHGAP33,AL121845.1,IER3IP1
AC128709.3,AC036108.3,AC007271.1,AC023509.6
AC068993.2,GTPBP2,AP003174.1,AC008629.1
AC018978.1,ZSWIM3,PRDM7,POLR1C
CCDC197,PDE11A,LINC02414,FGFR1OP
NCF4-AS1,ECSIT,PPP3R2,PLEKHO2
AL031600.1,SLC35A1,LINC02749,RNF41
PRR36,SORD,STX11,SRSF7
UBE2Q2L,CTNNBIP1,EGR4,AL391095.1
AC009236.1,ZSCAN32,AL034376.2,RNF40
EGLN3-AS1,FBXO22,MRGPRX3,POLR3E
RXYLT1-AS1,WDTC1,BX284613.2,MTERF2
AHNAK2,DEPDC7,PSD2-AS1,AL035530.2
HTR2A,ZMYND11,AL161421.1,FAM229B
AC004593.2,ELAC2,CNGA3,HAT1
CD48,FAM76B,DIO3OS,LINC00598
ARHGAP40,DUOX1,AL591846.2,CCNK
LINC02588,AC015845.2,CYP2A13,PPP1R15B
SLC4A4,BAHD1,AC092944.1,MLF1
BST1,ATAD5,AL360270.3,EDEM2
PRSS3,HSDL2,NOP14-AS1,SLC39A6
CARD16,CBX1,GATA6,EFS
CAT,ARFGEF3,AC006230.1,DRAM2
AC083864.3,EXD3,AC006116.10,HHIPL1
Z82202.2,EMSY,TRO,TDP2
AC124319.1,STK19,AC004466.3,NIFK-AS1
C1orf146,SYNJ2BP,B3GNT9,TMEM68
USP51,MTHFS,FOXCUT,ENDOV
AC013391.3,MEIKIN,RBMXL2,RIMS1
AC245100.1,COPS5,SMIM6,ADAMTS8
LINC01747,ZBTB5,AC012557.2,NID2
ZBED9,HIST1H2BE,AL359208.1,AC097662.1
LINC01259,ARF3,CCDC39-AS1,COMT
AC010328.1,RBFA,AP002770.1,TIMM17A
AC093248.1,RFX1,SLC17A4,CTSB
CATIP-AS1,PRKAB1,AC009021.2,SEC13
PPEF1-AS1,DTWD1,NTM-IT,LINC00906
