bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
AC112504.3,TMEM192,ERMARD,CCDC159
AC009229.3,YIPF5,GTPBP1,PPP1R15B
FP325330.3,AC243772.2,MARCO,TRIM8
DRGX,ING2,IRF5,ASTN1
U82671.1,F11R,B4GALNT2,SZRD1
SOX3,DET1,MARK4,C1RL
PEX5L-AS2,ARPC1B,ZFP14,ZNF630
LINC02758,GPRC5B,AL031073.2,ZSCAN25
C4A,MGRN1,PKIB,AC009226.1
AL353803.5,PTAFR,EXO1,THNSL1
AP000553.9,AMER2,FAM162A,ATF2
AC087286.1,STARD3,RPS13,ODF3B
AP003115.1,MYO15B,AC026333.3,ZNF7
OPCML-IT1,CLUH,SNCA,ZNF623
LINC02052,CRIP2,BCL3,NRXN3
STRIT1,ARRDC1,CPT1A,H2AFY2
AL122008.4,CCL3,ZNF334,ALOX5AP
SNAP47-AS1,COLQ,SNRNP27,RBMXL1
LINC02200,GTF2H4,AL136114.1,CRELD1
LINC02418,AC017104.1,LINC01609,NUTM2B-AS1
AC125603.1,AC048341.1,TMEM273,PSME2
AL954642.1,UFSP1,HNRNPH1,EIF2AK4
AL049597.2,FAM78B,SRP54,LINC01578
HNF4A,AC011472.2,MORF4L2,SP140L
AC025062.3,PPP2CB,DCUN1D2,CPB2-AS1
GATA6,ZNF302,HNMT,PTMA
AL450267.2,MAP3K20-AS1,EXOC8,ADSL
UGT2A1,MIR210HG,AC020658.5,NME2
EVC2,CKAP4,ZNF549,PNKP
AC004771.1,TNFRSF11B,S100A1,EIF4H
PEG10,APEX2,NAA38,PFDN5
CEACAM20,CYCS,N4BP2L2-IT2,COG4
LINC02528,EGR2,METTL15,KDM4B
AC012360.1,FAAP20,ZNF701,SH3GLB1
NOX1,SAXO2,SERPING1,PI4KB
HSPB9,AC108047.1,ARL6IP6,NUBPL
AP001330.4,AL355999.1,ZFP36,LINC02245
AC073316.1,AP006623.1,AC097382.3,C1orf112
KCNA4,MED15,ANKRD36C,KAT7
AC004946.1,TUBA1A,CT69,KLHL8
AC091938.1,KLHL25,CA1,MARF1
AL158800.1,ZNF425,TSC2,ZNF76
C5orf38,SKIV2L,PAXIP1-AS2,ZDHHC17
C11orf88,APLP1,STARD5,TAP2
AL359762.2,AC007448.4,Z84485.1,GLCCI1
MT1A,AP000317.1,FCGR3A,AC021752.1
NMBR,SUMO1,MRPS30-DT,ZFAND4
AP003128.1,CDON,UEVLD,AL162414.1
PRRG3,DHODH,CD7,PDLIM2
AL353604.1,ZNF592,GAS6,CCDC88B
OSGIN1,FAM89B,FANCD2,TTF1
MORN5,PYROXD2,HAP1,AIMP1
PCDHA4,CACNA2D3,NSFL1C,NT5C3A
TNFRSF6B,CLN3,MAMDC2-AS1,AC068888.1
RAPGEF4-AS1,ZNF677,NT5C3A,CREBZF
AC032044.1,GPR27,CYP2U1,NUMBL
BUB1B,OSTM1,SLC4A1,ABCB7
AL590068.4,IL3RA,AC087500.1,UBIAD1
CALB2,AC020909.3,DENND1B,RNF214
AC021192.1,PLXNA1,AC002069.2,UQCRB
LINC00648,MRGBP,NPIPA8,WWP1
NKX2-2,HIRIP3,CDC25C,NUTM1
HSPA2,CFAP100,PTGER3,DCAF15
SPRY4,DCTN5,NCAPD3,VPS8
TPTE2,MRM1,HS6ST1,PHLDA3
C17orf78,SNRPN,SF3B1,PIGG
ABHD12B,ACP2,Z97192.4,WASHC5
C7orf57,WWP2,AL355916.1,ZNF528
SMIM10L2B-AS1,MPI,EID2B,MED4
AC110597.1,AL139398.1,ASB7,ZNF460
OTUD6A,BRF2,AC004870.3,ODR4
AC107881.1,AL109917.1,ADCY3,CYP27C1
CTSW,WDR73,DYNLL2,PDCD11
LINC02446,ZNF419,CCDC150,NEDD8
PXDN,PSMA3,LINC02076,RNF31
AC011444.2,ZRANB2,HCFC1,SNHG29
PARPBP,DRP2,EPHB1,LMLN
CALD1,PCNT,AC106052.1,MIR3142HG
AL138689.2,EXTL2,RND3,IL1RAPL1
RB1-DT,GDF7,NCKAP5,DOP1A
AC087863.2,VPS72,ILVBL,DECR1
AC110285.1,AC079148.1,COG4,TXLNA
EPCAM,VIPR1,CALHM6,POLR2E
AURKB,ZNF687,MBIP,AC104596.1
GRXCR2,DPEP3,HCFC1R1,C1D
AL627316.1,LNCAROD,RP9,ZNF587
AC145423.2,PMPCA,ARHGAP33,VPS4A
ADORA2B,HNRNPUL2,CHML,ANKRD24
AL606491.1,LINC02482,SVOP,SERINC3
TM4SF18,CRPPA,TBC1D20,JPX
PLA2G4C-AS1,LMNB2,AC080132.1,CMPK1
LINC00895,LINC00621,CDC45,PSMB5
AC136944.1,AF233439.1,ATOX1,GNA12
AC096637.1,MTA2,ATP6AP1,TAP1
LINC00305,EXOSC4,GYPB,WDR81
LINC01795,R3HDM4,DACH2,CBX3
AC005757.1,PTPN2,SECISBP2L,SDHAF2
AC018832.1,CARMIL2,MACORIS,CLCN6
AL139384.2,AC079779.3,KCTD18,MAP4K1
AC110296.1,ZCCHC10,AC025423.1,TRMT10B
AC092666.1,NUP210,THAP9-AS1,CMTM1
AC005476.2,AC092687.3,AC090518.1,NOP56
SHISA4,NDUFB3,SBNO1-AS1,SLC25A26
RAB36,GRP,ZNF524,DNMBP
SMIM10L2B,CCDC167,HIST1H2AK,C1orf50
LINC01836,CISH,INF2,RB1CC1
MAPK8IP1,ZNF525,TOB1,DCAKD
ABCC8,AC098829.1,SLC25A11,BBS7
SCGB3A1,SGTA,ZNF836,CD247
LINC02621,AL136981.3,BEX3,U73169.1
AC004158.1,HSD11B2,AIDA,SS18
FAM13C,SUN1,LINC01237,STAT4
FMN2,CD58,TRIM5,TIGD7
IL1RAPL2,CCDC57,ZNF84,KDM7A
AC108517.1,DCTD,ING1,PYROXD1
AL391097.1,MYO1C,LSMEM1,ADAMTS10
AC026620.2,CRAT,TRIM28,MCM9
SOX11,MLKL,MARCH6,RNF14
AF001550.1,MIR205HG,ADAT1,STIM2
AC091153.4,ZNF34,PNMA8A,RTCB
OR56A3,FBXL8,EFHC1,GNG10
AC099796.2,EEF1E1,MED12,UBA5
PCDHA6,CNKSR3,AC046134.2,CNPY3
FOXA3,CADPS,EEF2K,SPATA6
PRICKLE2-AS3,EIF3F,USP25,AL357153.2
LINC02088,MIR137HG,ZRSR2,GDI1
AL137002.2,SMAD1,RASA4,AC005674.2
AL031587.4,RAB43,DENND4B,TMEM41B
SLC22A7,AP1S3,SLC8A1,HNRNPLL
LINC01794,HMG20B,PCLAF,MYOM1
AC084346.1,LINC00963,RRNAD1,AMPD3
AC002074.2,MIA,LRR1,KAT14
RHBG,RAPGEF4-AS1,SCRN2,MBD4
AP000356.1,CCL17,ZMYND11,MEGF8
TSLP,NAA40,AP000692.1,AC010618.3
SPINK4,Z95331.1,AC090644.1,ERMAP
MIR3150BHG,FGF10-AS1,AL162458.1,YWHAB
AP006248.6,SLC38A8,AP002433.2,AL096803.2
AC012625.1,LINC02600,AP002907.1,STK17B
AL512622.1,SMIM8,PCID2,LMNA
AL590640.1,CSTF2,LSM8,NBPF9
LINC02671,CNN3,EXOSC1,BRD7
ATP12A,BORCS7,GUK1,SAV1
AC006213.5,CHRNB1,DCAF4L1,PLIN5
LINGO2,KLRG1,ZFP64,CIAO1
AC099344.3,RAPSN,CHKB,USF2
PROX1-AS1,CFAP46,ANKDD1B,COPG1
NEXN-AS1,FAM216A,C12orf4,PPP1R14C
AC010092.1,NFKBIL1,DONSON,MPHOSPH9
AC034236.3,NCOA5,TSPAN8,AKAP9
AL162253.1,FANCC,AC010198.2,C12orf45
PACSIN3,RPS24,AC002310.1,C12orf65
CACNG5,PCCB,KCTD6,TRIM65
SFRP2,STK36,MIGA1,ZNF483
P4HA2-AS1,PCK2,TEX49,DAB2
LINC00665,TXNDC5,RO60,SSPO
AL359880.1,ADAMTS15,CYBA,HCG18
RFPL1S,NSMCE1,DDX39B,TBC1D23
PLCD4,DCAF4,COLQ,TXLNG
PRR19,PHF20,WBP4,SGPL1
ARHGAP28,NORAD,FNDC10,ORC5
KCNE2,AC100763.1,SETDB2,B3GNT2
AC069360.1,DUSP27,C17orf67,SNX9
CLDN6,RGS22,DYNLL1,DFFB
ACRV1,ZSWIM7,ZBTB4,CRYZL1
AP002954.2,CUL9,SGSH,PCID2
CTXN3,PCDHGA1,ZBTB14,LILRA1
SYCP1,FAAH,SLC49A4,KCNIP2
STON1-GTF2A1L,MCAT,CABIN1,ACTR1A
AC253536.3,COL28A1,AC009478.1,MAPK10
DPYD-IT1,TSPAN31,SNED1,ATP10A
UNC80,EEF1AKMT3,SCD,TRIR
AC084018.4,PCDHGB1,METTL22,AC240274.1
KIF12,FTSJ3,PPP2R2D,PARP11
AL121929.3,LYPD8,SRSF1,SLC26A2
LINC01076,EIF3E,CASC4,ZNF133
LINC02473,FOPNL,IRAK1BP1,CNOT6
AP000864.1,AL133215.2,TULP3,ZNF875
ASB10,SEMA6A-AS1,AC004593.3,XRCC1
LINC02771,AL157938.2,HPS4,ATP5F1E
AL158136.1,CYP2R1,MKLN1-AS,PVR
AL137067.3,HCCS,ITGB1-DT,CAPN7
AL390719.2,LINC00893,CES4A,MAGI3
AC011473.3,AC092376.2,TMEM37,UBE2Q2
AC108734.4,MRPS33,HRH4,TNKS2
CHRM1,ARID5B,AC009061.2,NLRC5
RASL12,RANBP10,AL157388.1,ARMC5
AL596330.2,AC020661.2,RELCH,CARM1
AC244517.2,LONRF2,KMT5A,BTBD3
SERTM1,ORC2,TTC21A,SCAP
AC010857.1,CRHR1,CORO2A,CROCC
AL031005.2,RRP8,TMEM67,RPL19
AL358394.1,SNX22,CAPRIN2,ZBTB43
CACNA1G,HPDL,ALG13,SLC10A7
CBARP,AC144652.1,DDIT4,SCRIB
CLEC4D,IQCB1,SAMD13,RER1
LINC01203,KLHL17,GMIP,ZNF44
AL136526.1,AL162411.1,VAPA,LINC01739
AC078785.2,TMCO1,TMEM41B,BBS1
LRRC56,GPC1,NELL1,TERF2
LINC01891,MEP1B,AC078923.1,MYO7A
CRTAM,HPCAL1,NDUFC2,AL355574.1
DIPK1B,C11orf68,AC008738.2,SLC9A8
SRD5A2,APEH,ZNF688,OCIAD1
AC107031.1,CEP68,IFT43,TAX1BP1
ARL9,AC025164.1,EML1,FRG1
CEMIP,RAD1,DCAF5,TM7SF3
LINC02732,IMMT,SEC16B,IARS2
AC004801.6,MIEF1,AL009178.3,DCTN2
KAZALD1,FANCM,MPPED2,DGUOK
LINC00433,PRR14,Z97192.3,MMP28
IL2RA,POLR2C,AC026726.1,TRIM9
MRAP2,SIRT2,USP32,LRRC37A2
HPX,FOXK2,IFNGR2,CC2D1B
MYO5C,AC005920.2,CEP55,CD2
LRTM1,DNAJC24,SAP130,DNM3
AC091114.1,TCF7,SLC17A5,MKNK1-AS1
FGF14-AS2,UXT,PIK3R5,OGDH
NR2F2-AS1,GRAP,TMEM260,KLHL42
AC097359.3,TSBP1-AS1,MAP3K11,IGF2BP3
AP000477.3,AC127070.1,WDR91,PWWP2B
PCDHA5,SORBS2,RNF167,RAPGEF5
AP003419.3,AP000787.1,MCFD2,LINC02444
AL132996.1,AC080038.2,AC005808.1,NSA2
AC019131.3,AC097634.3,PNN,AL158832.1
AC009654.1,BEND3,PPP1R13L,DRICH1
AC005632.5,AL024508.2,KRTCAP2,KIN
AP003555.2,AC040174.2,ATG5,CSNK2A2
AL135784.1,FOXL2NB,ZFPL1,SLC8A1-AS1
RBPMS-AS1,EML2,CNBD1,BTN3A1
TMPRSS11F,IRGM,MAFF,ATG16L2
AC234772.2,NUDT12,HNRNPA0,CPSF2
DIO2,TRPV1,DEPDC1B,HPN
AL627309.4,ATP5MC3,TK1,CASP4
AC022211.3,D2HGDH,UMODL1,GSDMD
AC244517.5,DNPH1,CCPG1,COPE
AC104472.5,AL157938.3,NPRL2,NUP133
NR2F2,SVBP,AC024230.1,CCL3L1
PIP5KL1,SART1,RIPOR3,ZNF689
ST8SIA1,COMMD1,SLC25A39,SURF6
AC008443.5,LYPLA1,TGFB2,PABPC1
AL512380.2,GPSM3,PAN3-AS1,SMG5
AC109454.3,DOK3,LINC02476,MAP4K5
LINC02507,RIOK2,GTPBP10,AC011603.2
AL008638.3,ABCD4,RBSN,NPIPB13
AC073896.4,AC004233.1,MORC2-AS1,ZNF316
LINC01221,OCEL1,AC005034.6,TMEM119
LINC02699,AC090241.2,CENPK,BTF3
AC007743.1,FKBP7,MYO15B,AL157392.2
AC009902.2,DLX2,C17orf75,RDX
LGALS2,AP5Z1,AL353147.1,ACAD9
AC026401.1,SPINDOC,SH3D21,IFT20
RASA3-IT1,PRR12,AC005828.1,ZNF425
AC068756.1,MLST8,CDIPT,PDXDC1
CNTNAP3C,EFR3B,MFSD14C,RABL2B
MAPK6-DT,ARAP3,C1orf112,MYL6
WNT8B,RBFA,PEAK3,LIX1-AS1
TFAP2C,ACKR1,AL354707.1,PAK4
AC008443.6,THEM6,ZNF709,IFNLR1
TP53AIP1,CHGB,EXOC3,ZGPAT
KCNA1,USP19,AGPAT1,SRSF1
AL035587.3,ZBED3,MCM10,SSRP1
GABBR2,PAPSS1,PTOV1-AS1,DDHD2
AC111170.1,CDH24,POLA2,NMD3
AC107241.1,AC020913.1,SF3A1,WDR53
EMX2,TASP1,CRKL,PPP4R1
ID4,FAM153B,DVL2,CAAP1
AC091100.1,ATG4D,SLC39A8,RBM12B
KIF5C,ALDH16A1,RABGAP1L,STT3A
GRM7,ZNF398,IL1R1,SIRT3
CAP2,HDAC10,FAM200A,FAM199X
AC008537.2,ADCY4,C8orf88,NBR2
AC007193.2,ITIH2,NECAP2,TERF2IP
GFRA1,AL109613.1,PLXDC1,ZNF81
AC004039.1,BCL2L12,TMEM129,GNL3L
NTS,TRMT6,SPINDOC,ETV6
AC113410.5,ZFYVE26,TSPAN31,QTRT2
AC022469.1,PML,SCOC,EPB41L5
AC018814.1,YDJC,STAG1,IKZF3
AP005233.1,NUFIP1,BICRAL,ZKSCAN2-DT
AC068075.2,MSL3,PROCA1,GSTT2B
AC009065.6,TEN1,AC104803.1,YPEL1
AL356495.1,ESRRB,HJURP,CHMP5
AC027277.2,PFDN5,IGLL1,AC073111.4
AC011899.4,LRRC61,TMEM159,XRCC6
AL445989.1,AL353746.1,TCF4-AS1,LAPTM4B
LINC02117,TXNDC17,ZP3,NPM1
CLC,LINC01396,DARS,TOMM70
LINC02142,DNAH10,UBQLN2,AC079015.1
LINC01016,LIMD1,AC093249.6,WDR12
NPAP1,GALK1,SDHB,ATG7
LNX1-AS2,AL355922.4,MTBP,EIF1AY
AL136528.1,TBC1D8,AL139041.1,SEC23B
AC107918.6,RPARP-AS1,PRPF40A,LINC01736
LINC01938,PYCR3,MMS22L,WDR7
AC007100.2,TEFM,CAMK2G,RAB11FIP1
AL354813.1,C13orf46,MARCH9,RPS3A
AC244100.3,MTFP1,TMX3,TRAF2
LINC01566,ARNTL2,SLC25A13,PFDN1
AC010401.2,SH2B1,SGSM3,TNFSF10
VCX3A,HEBP2,AL160171.1,SMC1A
AC005725.1,PPP2R1A,CARD6,PSMB9
AC079411.1,ANKRD13A,CMTM3,NIFK
OR2T8,ERCC5,TAZ,SEC11A
LINC01975,C20orf96,PIN4,NUP205
AC061975.7,AC116565.1,TOR1B,RELT
LINC00456,RAG2,RACK1,AMDHD2
AL132642.1,TPD52L2,DENND1A,PABPN1
AC005594.1,AC064852.1,AP002026.1,POLR3H
LINC00314,AL157402.2,ZNF283,CASTOR3
AC027804.1,OGDHL,TMEM51-AS1,MCU
AC073834.1,AP5S1,GMNN,AMMECR1L
AL772363.1,TTPAL,DGKD,COPS7A
AC078955.1,KLF15,LMBR1,ERP29
AC095038.4,MAPK10,PPP2R3B,COL8A2
LINC01247,OLFML3,AC079322.1,ATP6V0E1
AC019270.1,AC080037.2,YBX3,CORO1C
MYLK-AS2,SLC25A16,CEP290,GLMN
LINC01936,SNRPD3,MKRN1,VSTM4
LINC01783,AC091729.3,GREB1L,ELOC
AP005482.2,RSPRY1,NWD1,OTUD5
AC006146.1,MMP25-AS1,OTX2,GALNS
AP005432.2,AC084816.1,ZNF511,RCC2
LINC01142,MRPL33,GSTCD,SIN3A
IRX2,AC002464.1,CCDC107,RPA1
AC026785.2,TRIM44,INPP5D,NLN
AL450992.3,CC2D1B,NOL8,UBE2V2
SP5,AL035661.1,ADAMTS12,NCMAP
HECW1-IT1,XACT,RSBN1,MTA3
AL512358.1,CEP83,CNOT6,ARFGAP3
AL139240.1,C19orf54,NRBP1,DCUN1D2
AC055878.1,SV2A,LRRC45,RALGDS
AC092275.1,PLOD3,LINC02576,ITGB1
PRR23A,MCRS1,KIAA2012,PSKH1
AC018866.1,AC009495.3,CRIPAK,ZNF267
AC008667.2,ALG2,CUL2,SUGP1
GJB2,ZSCAN21,CD163L1,PEX7
AC010183.2,SLC10A5,AL359715.2,WDR73
AC004801.3,PREP,CDT1,PSMD14
AL161912.1,LZTFL1,ERVMER34-1,ILF3-DT
AC093732.2,AC019130.1,POMT1,AKAP10
AP000233.2,NOXA1,ZC3H15,CDK9
KIAA0087,AC009228.1,LPIN3,UNC13B
AC055736.1,ZNF622,HINT3,GXYLT1
AC099670.3,NUS1,LINC02652,ECI2
AC093675.2,VBP1,MZT2B,MTPAP
ACSM1,AC007608.3,A2M,PITPNM3
LINC00463,GYS2,FAM110A,RING1
AL451166.1,ZNF696,CDC40,TOM1
AC010325.1,AC233992.3,AGGF1,PIR
NBAT1,ZNF551,AC100786.1,DCAF16
AC245140.2,SDHAF1,SUMF2,SLC38A9
DSG2,AL445928.2,NUBP1,AF305872.2
SMIM10,AC011092.2,HCG27,LINC02615
CDKN3,PHF8,AC005498.3,RNF40
AC089998.4,LRRTM1,ZNF277,EDRF1
AC023794.6,AC007613.1,GOLPH3L,POLR1E
HCG24,STAC2,SLC66A3,ABCD3
ABCA8,NDUFAF3,ZNF766,GTF2H3
IFT22,PARS2,AC097652.1,LONRF1
AC005486.1,AC044840.1,CERS2,ABCD4
AC093433.2,PIP5K1C,CLDN22,DEC1
FAM9B,SRPRB,MYH15,PARP8
TP53INP2,NDST2,ALDH5A1,NDUFAF7
FBXO2,AC055764.2,RPL34-AS1,PDCD7
AC093426.1,PAG1,IDH2,APOL2
CLCA1,MAN1B1-DT,ASXL2,MEMO1
AL138690.1,PILRB,GPSM2,EIF1B
AC020978.1,AC087203.3,PRDX5,AL049840.2
AL645929.2,AL512424.1,PSD3,COX10
B3GNT6,ZNF273,RNF187,PBX4
AC013714.1,GMPPB,LINC00970,ZNF410
FSBP,EFNB1,DPP8,ATP6V0D1
AC004949.1,DNAJC4,FGD6,STIP1
AL359682.1,KIAA0319,MFSD8,IMMP2L
AC009142.1,TPD52L1,MAML1,SAP25
PCDH9-AS1,AL121928.1,EXOC6B,GNA15
LMX1A,MDM4,AC006460.2,RPS25
AMHR2,PNMA6A,ZNF770,SEMA4C
AC044802.1,CNTNAP2,CASP7,TAF5L
AC090510.4,SIRPB1,AC109466.1,ZNF253
C15orf32,CCDC107,RADIL,PDZD2
AC006145.1,HERC2,JAKMIP2-AS1,CARF
AC020891.1,ADAM33,ALK,COX16
AC243965.2,SEC61G,AC110614.1,SEMA6A
AC119677.1,ACTR2,AC005306.1,ISG20L2
AC009152.1,IL15RA,USF3,ANP32A
AP002856.2,KSR1,ERI2,RBL1
Z97200.1,ZNF264,BBC3,ODF2L
Z95624.1,GEMIN4,OGFRL1,ANAPC10
AL162632.3,CCDC174,SASS6,UTP4
CISTR,SESN3,LINC02457,RASSF5
RAX,FO393401.1,PXT1,ZNF391
UTF1,SIRPA,CLDN15,CDK11A
LINC02763,UBA7,TTC37,PCBD2
AC015853.2,R3HDM2,SLC26A3,STARD9
WNT16,NRG3,LRRC8C-DT,SUN2
LINC02087,BVES,EGLN3,PNPLA7
AL031658.1,RCBTB1,TRDMT1,C3
AC108925.1,CAP2,SF3B5,DCAF4
AP002383.2,DTD2,ECHDC3,DDX52
AC005537.1,KIAA2013,PSMG3,ZSCAN26
AC005329.3,FAM157C,TMEM14C,LONP1
MIR497HG,ATP6V1G1,H3F3C,ZFP41
AC013553.4,UTP11,SLU7,AL162253.2
LINC02253,RRNAD1,USP9X,AC012291.3
AL139023.1,PNMA2,LINC00339,AL591895.1
LINC01322,CYTL1,AL109840.2,SPATS2
AL356295.1,AL136980.1,PLEKHA3,LTO1
CCDC153,ARHGEF26-AS1,AMMECR1,TMEM175
BUB1,TEX48,TMEM185A,TSG101
TRIM6,COMMD2,RAD54L,MED1
SLCO4C1,PIP5KL1,C12orf76,CSNK1E
LINC02594,ACSM4,MAN2B1,TOMM20
PAX2,MSH3,TMEM202-AS1,TWSG1
AC007922.3,UBR1,NEURL1B,AC002070.1
AC009139.1,OFD1,C11orf65,RBM17
LINC00858,SGMS2,RNF19B,ZDHHC7
FAM242F,ANKS6,LINC02050,C12orf4
SAPCD2,AC009413.2,REX1BD,BRPF3
H19,LTBP3,NCOA4,EIF2AK1
FFAR3,KLHL22,MACROD1,RPL5
TOLLIP-AS1,MED22,KPNA5,CERT1
AD001527.1,GYG1,AC010168.2,PRMT9
IL21R-AS1,AC215522.2,AC008696.2,HMGXB3
AC092296.2,ATG2A,CYB5A,ARL10
MIR548XHG,VPS16,MPHOSPH9,AL035530.2
NWD1,WNT2B,LRRFIP1,AC015871.1
SV2C,DCTN6,STXBP2,SNAPC3
AFAP1L2,AC093512.2,TP53I13,LYRM1
AC068870.2,PPP2CA,AL691420.1,SLC49A4
PDCD1,SERPINE3,FAM13B,ZNF736
AL117372.1,MTMR2,EXD1,FZR1
CPLX1,LINC00582,AL008727.1,ARHGAP19
NLGN4X,PPIL3,MTX3,SHF
AC009269.5,ENAH,PRDX6,AL162586.1
AP000662.1,EIF4E3,TCTA,AL627309.5
C9orf50,IGKC,RIDA,RPL27A
CDKN2B-AS1,SLC2A10,IKZF5,ATP1A1-AS1
UCP3,MCHR1,CCNC,GOLIM4
SHOX2,HDAC5,AL033523.1,AL021707.1
AP003059.1,FAM234A,LILRB1,ACTG1
OR10G3,ZNF286A,GAMT,RASGRP2
AC008496.2,CCDC92,GTF2H1,TMEM161A
KIAA1671,SLC5A3,MTO1,CNIH3
LINC01547,TCP10L,GGCX,SUPT20H
WNT6,DUSP28,ACHE,TIA1
LMNB1-DT,AL355483.1,AL031056.2,DHRS4
AP001972.3,UFD1,ZFYVE27,TAF12
WNT7B,GPR173,RAB40B,GDPD4
TM4SF20,TMEM63A,AL356417.3,TSTD2
MTFP1,CEP112,UTP23,CWC15
AC092636.1,AC237221.1,RAB18,RTF2
ZNF488,CYB561A3,PHF7,ARSG
FOXF2,HIST2H2BF,AC006033.2,ZNF660
AL590666.3,AC135048.3,DLST,METTL2A
OCLM,DOLK,FOXRED1,AC244453.3
PPP1R14D,GNGT2,AC002091.1,BLZF1
B3GNT3,RNASEH2B-AS1,TMEM205,CMTR1
AC008250.1,PIP4P1,DCTN1,CDC5L
LINC01853,GPR146,HEXIM1,ZFYVE28
LRRC72,PHKG1,IL7,GAS5
SEC14L3,CTDSP1,SPTA1,KANSL2
IHH,ATP5MF,MIR924HG,KIF1C
KRTAP11-1,AC006364.1,TXNRD1,KAT6B
GALR3,ZBTB45,FP565260.1,IPO9
LYPD1,ZSCAN31,CASC3,FECH
LINC02551,ARF3,NIPA1,AC090630.1
PCDH17,ANXA7,NSMCE1-DT,MIA3
GLIS3-AS1,CELF4,IQCK,KAT2B
GPRC5D-AS1,PICK1,HAPLN1,ZYG11B
FOXB1,KLF3,PFKM,AC011139.1
AL078644.2,LSAMP,HMGA1P4,PTP4A2
RORB-AS1,ALG1L9P,IL18R1,BICD2
CEP55,POLR3K,ZSCAN16-AS1,FAM241A
EPHA6,DCAF13,AC009283.1,SSU72
AC106795.2,MEGF10,AL513548.1,ZNF264
CHRNB2,PHKA2,LRRC34,USP6
SLC2A7,AC127035.1,U2AF1L5,CEP41
BHMT,AC005746.2,TRAIP,SLA
AC008747.1,AC068418.2,ALG1L2,WDR26
AC002101.1,RNF7,AC012101.2,PPM1M
SH2D6,ZKSCAN2-DT,HCK,BCAP29
LINC01926,MTRF1,OSGIN2,ABHD17A
TBXA2R,VRK3,MED11,ERH
PRIMA1,PSMC2,AC015802.4,ZNF496
GRM1,FITM2,IGSF11,LIN7B
AC018643.1,BRD8,C2orf27A,ZNF714
RORA-AS2,PPM1M,ZFP62,GOLGA5
LINC01673,UBTD1,FOXM1,AKAP11
AC091133.4,AC018462.1,SAMHD1,LINC00513
LINC02488,U73166.1,AC025171.1,ARHGEF9
AC078874.1,AL158832.2,SPAG8,MYO16-AS1
AC107032.3,ADAMTS4,AC079779.2,PIK3C2A
SIGLEC9,TH2LCRR,AC107973.1,SLC25A51
MIR9-3HG,EXOSC10,LINC02296,KLF13
FAM189A2,AL445623.2,P2RX7,CGGBP1
ASAP3,AL359233.1,RBM25,C1orf159
ATP13A1,AC092171.2,COQ9,KPNA5
CDH12,AC007608.1,MTMR14,C11orf49
AC004862.1,AC104667.2,HINFP,PDCD10
C3orf20,LINC02234,LAMB2,CEP78
AC105219.1,MIR4453HG,ZBTB7C,IL7R
VAX2,N4BP3,PEPD,ATP5PF
UGT8,TSC1,AC015917.2,RASGRF2
PLEKHA7,NDC1,MTMR8,ZNF493
NPM3,CPT2,LIG1,AC019205.1
TMPRSS6,AC008149.2,GNG5,FAM20A
TSPAN12,AC010809.2,NIT1,MKRN1
ZNF385D-AS1,AC102953.2,ANGPTL5,NAE1
AP000281.2,NPRL2,TIMP1,SSR1
MIIP,SLC38A1,XPNPEP2,CASP10
AC011374.3,UNC119,TP53INP2,ITPA
AC096570.1,AC244453.2,IGFLR1,TBC1D20
AC135178.6,CCDC59,GSG1L,SERPING1
ZNF239,ERLIN1,CASD1,AC018362.1
GJA1,SHANK3,AKAP6,TARDBP
AC008937.3,AL121820.3,RCCD1,SP2-AS1
ACTL10,DHRSX-IT1,BORA,ARFGAP2
CIART,ALG5,DIAPH2,AP001924.1
AC233976.1,QTRT1,FAM47E,KIFC3
OPLAH,CPT1C,WDFY3-AS2,NRDE2
SLC9B2,MED9,H2AFY,MTF2
DISP3,OSBP,SHC1,CRY2
AL158151.4,NECAP2,PGR,DDR2
AC104126.1,AC006483.2,VCPKMT,SOS2
PLA2G4E,ANKMY1,AC005909.2,CELSR2
MAGEL2,AC010973.2,HBM,CTNNAL1
C12orf77,SYCE2,CHMP5,GLTP
LINC01679,TNFRSF10C,AC005674.1,AC007881.2
AC010333.1,HAT1,ANAPC5,SLX4IP
PRODH,AC007114.2,AC109322.2,COG1
AC079352.1,CCDC6,LINC01091,TPGS2
LINC00469,ARAF,BEAN1,CCDC112
AL355432.1,EIF3L,ACPP,XRN1
GIPC1,CIAO3,PTMA,NEU3
LINC00543,DENND10,MUSTN1,PLGRKT
DKK1,ATPAF2,AP000282.1,GPX4
AL031710.1,NUDCD3,ANO10,QSOX1
OR56A4,AC103810.5,PHF12,MOCOS
LINC02130,ZC3H10,MYPOP,OSTM1
AC008080.1,ADGRL3,AMZ1,SCLY
SPDYE17,ORC1,PPIG,CTDP1
AC073048.1,PHF5A,KCTD10,LURAP1
SPAM1,TTC19,UNC50,ZNF302
AC140481.2,EFCAB12,KIAA0040,RPL17
FO680682.1,CNTN1,INPP5A,GOLGA2
AC018755.1,MYD88,AC104596.1,MFNG
AP001109.1,ZNF322,TAOK2,SMARCD1
AC003043.2,GAA,EIF4EBP3,UBR5
LINC02720,KLHDC2,RDH10-AS1,CSNK1G3
FAM216B,UBE2QL1,ZNF93,SLC39A9
HIGD2B,AC024560.4,CDC7,RPS29
LINC02183,FAM53B,ATP6V1E2,TMCO1
AL138740.1,CDK2AP1,HDAC2,FAM122B
